"","SNP","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","X","X.1","X.2","X.3","X.4","Gene","chr","start","end","width","strand","dis_start.positon","dis_positon.end"
"125","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315700.3","Chr03",64344076,64352994,8919,"-",-551,-8367
"126","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315800.2","Chr03",64343406,64343947,542,"+",-1221,680
"127","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315800.2","Chr03",64343406,64343947,542,"+",-1221,680
"128","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315700.1","Chr03",64344076,64352994,8919,"-",-551,-8367
"129","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315700.3","Chr03",64344076,64352994,8919,"-",-551,-8367
"130","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315700.1","Chr03",64344076,64352994,8919,"-",-551,-8367
"131","NsiI.TP332475","CmN.25",3,64344627,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.2026,2.971,NA,"",NA,NA,"","Sobic.003G315700.3","Chr03",64344076,64352994,8919,"-",-551,-8367
"132","NsiI.TP338132","CmN.26",3,59218088,"CmN","PS_Y(1)","124+36088im(1)","CMLM+SUPER(1)","","","","",0.1477,0.8388,NA,"",NA,NA,"","Sobic.003G253500.1","Chr03",59214043,59217830,3788,"-",-4045,258
"134","NsiI.TP34193","Cml_cm.9",6,47900218,"Cml_cm","PS_N(1)","C124+2560(1)","","FarmCPU(1)","","","",0.1411,7.784,NA,"",NA,NA,"","Sobic.006G110200.1","Chr06",47901100,47910049,8950,"-",882,-9831
"135","NsiI.TP34193","Cml_cm.9",6,47900218,"Cml_cm","PS_N(1)","C124+2560(1)","","FarmCPU(1)","","","",0.1411,7.784,NA,"",NA,NA,"","Sobic.006G110200.2","Chr06",47901100,47909899,8800,"-",882,-9681
"136","NsiI.TP346008","Bcirc_cm.10",4,67938088,"Bcirc_cm","PS_N(2)","C106+4202(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.1154,3.557,NA,"",NA,NA,"","Sobic.004G350700.1","Chr04",67934120,67938364,4245,"-",-3968,-276
"137","NsiI.TP352026","CmN.28",6,555824,"CmN","PS_N(1);PS_Y(3)","124+36088im(4)","CMLM+SUPER(1);MLM+SUPER(1)","FarmCPU(1)","","","GLM(1)",0.06707,12.81,NA,"",NA,NA,"","Sobic.006G003600.1","Chr06",548123,560425,12303,"-",-7701,-4601
"138","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+",960,-17750
"139","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-",-3522,-676
"140","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+",719,-17750
"141","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+",719,-17750
"142","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+",960,-17750
"143","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+",719,-17750
"144","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-",-3522,-676
"145","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+",719,-17750
"146","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+",960,-17750
"147","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-",-3522,-676
"148","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+",719,-17750
"149","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+",719,-17750
"150","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+",960,-17750
"151","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+",719,-17750
"152","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-",-3522,-676
"153","NsiI.TP358081","CmN.29",6,42784766,"CmN","PS_N(1)","C116+3293(1)","","","ISIS EM-BLASSO(1)","","",0.1422,2.193,NA,"",NA,NA,"","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+",719,-17750
"154","NsiI.TP359278","CmN.30",6,53064783,"CmN","PS_Y(1)","C106+4202(1)","MLM+SUPER(1)","","","","",0.1132,10.39,NA,"",NA,NA,"","Sobic.006G175500.3","Chr06",53062306,53080184,17879,"-",-2477,-15401
"155","NsiI.TP361622","CCirc_cm.3",1,69534233,"CCirc_cm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.2193,1.77,NA,"",NA,NA,"","Sobic.001G413100.1","Chr01",69531328,69535760,4433,"-",-2905,-1527
"156","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.1","Chr03",68107465,68115976,8512,"-",-3750,-4761
"157","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.7","Chr03",68107441,68115976,8536,"-",-3774,-4761
"158","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.5","Chr03",68107465,68114713,7249,"-",-3750,-3498
"159","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.9","Chr03",68107441,68115976,8536,"-",-3774,-4761
"160","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.4","Chr03",68107465,68115976,8512,"-",-3750,-4761
"161","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.10","Chr03",68107429,68115976,8548,"-",-3786,-4761
"162","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.8","Chr03",68107457,68115976,8520,"-",-3758,-4761
"163","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.3","Chr03",68107465,68115976,8512,"-",-3750,-4761
"164","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.2","Chr03",68107429,68115976,8548,"-",-3786,-4761
"165","NsiI.TP370880","CmN.31",3,68111215,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05394,11.51,NA,"",NA,NA,"","Sobic.003G363600.6","Chr03",68107441,68115976,8536,"-",-3774,-4761
"168","NsiI.TP390222","CCirc_cm.4",4,58488770,"CCirc_cm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.08921,13.85,NA,"",NA,NA,"","Sobic.004G237000.1","Chr04",58488864,58490438,1575,"+",94,-1668
"169","NsiI.TP390222","CCirc_cm.4",4,58488770,"CCirc_cm","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.08921,13.85,NA,"",NA,NA,"","Sobic.004G237000.1","Chr04",58488864,58490438,1575,"+",94,-1668
"170","NsiI.TP390222","CmN.32",4,58488770,"CmN","PS_Y(1)","124+36088im(1)","","","","","GLM(1)",0.09838,6.758,NA,"",NA,NA,"","Sobic.004G237000.1","Chr04",58488864,58490438,1575,"+",94,-1668
"171","NsiI.TP390222","CmN.32",4,58488770,"CmN","PS_Y(1)","124+36088im(1)","","","","","GLM(1)",0.09838,6.758,NA,"",NA,NA,"","Sobic.004G237000.1","Chr04",58488864,58490438,1575,"+",94,-1668
"173","NsiI.TP39740","Bcirc_cm.12",2,186613,"Bcirc_cm","PS_N(1)","C116+3293(1)","","FarmCPU(1)","","","",0.06897,0.2789,NA,"",NA,NA,"","Sobic.002G001300.3","Chr02",184995,187169,2175,"-",-1618,-556
"174","NsiI.TP402511","CmN.33",4,58096507,"CmN","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.1443,0.2021,NA,"",NA,NA,"","Sobic.004G231700.1","Chr04",58095962,58097637,1676,"+",-545,-1130
"175","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.3","Chr01",76403349,76412452,9104,"-",173,-9276
"176","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G494950.1","Chr01",76400530,76402484,1955,"-",-2646,692
"177","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.2","Chr01",76403349,76412452,9104,"-",173,-9276
"178","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G494950.1","Chr01",76400530,76402484,1955,"-",-2646,692
"179","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.2","Chr01",76403349,76412452,9104,"-",173,-9276
"180","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.3","Chr01",76403349,76412452,9104,"-",173,-9276
"181","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.3","Chr01",76403349,76412452,9104,"-",173,-9276
"182","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G494950.1","Chr01",76400530,76402484,1955,"-",-2646,692
"183","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.2","Chr01",76403349,76412452,9104,"-",173,-9276
"184","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G494950.1","Chr01",76400530,76402484,1955,"-",-2646,692
"185","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.2","Chr01",76403349,76412452,9104,"-",173,-9276
"186","NsiI.TP404457","Bcirc_cm.13",1,76403176,"Bcirc_cm","PS_Y(1)","124+36088im(1)","MLM+SUPER(1)","","","","",0.2045,0.1099,NA,"",NA,NA,"","Sobic.001G495000.3","Chr01",76403349,76412452,9104,"-",173,-9276
"187","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"188","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"189","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"190","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"191","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"192","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"193","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"194","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"195","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"196","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"197","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"198","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"199","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"200","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"201","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"202","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"203","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"204","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"205","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"206","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"207","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"208","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"209","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"210","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"211","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-",-5960,983
"212","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-",-552,184
"213","NsiI.TP409721","CmN.34",2,65096533,"CmN","PS_Y(2)","124+36088im(2)","CMLM+SUPER(1);MLM+SUPER(1)","","","","",0.0915,0.04129,NA,"",NA,NA,"","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+",686,-1816
"214","NsiI.TP415575","CmN.35",9,53923129,"CmN","PS_Y(3)","124+36088im(3)","CMLM+SUPER(1);MLM+SUPER(1)","","","","GLM(1)",0.05339,8.295,NA,"",NA,NA,"","Sobic.009G186300.1","Chr09",53920131,53923447,3317,"-",-2998,-318
"216","NsiI.TP41841","CmD_LI_mm.3",2,74627859,"CmD_LI_mm","PS_N(1)","124+36088im(1)","","","FASTmrMLM(1)","","",0.0806,3.098,NA,"",NA,NA,"","Sobic.002G393600.1","Chr02",74626329,74631459,5131,"+",-1530,-3600
"217","NsiI.TP42003","CmN.37",8,62544570,"CmN","PS_N(2);PS_Y(1)","124+36088im(3)","","","FASTmrMLM(2);pKWmEB(1)","","",0.1169,10.32,NA,"",NA,NA,"","Sobic.008G191800.1","Chr08",62544046,62545439,1394,"-",-524,-869
"222","NsiI.TP434679","CmN.39",3,11842346,"CmN","PS_N(3)","C116+3293(1);C124+2560(2)","","FarmCPU(2)","pLARmEB(1)","","",0.1107,4.918,NA,"",NA,NA,"","Sobic.003G128575.1","Chr03",11840730,11841718,989,"-",-1616,628
"223","NsiI.TP438910","CmD_BI_mm.5",4,67451505,"CmD_BI_mm","PS_N(1);PS_Y(1)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.1885,23.5,NA,"",NA,NA,"","Sobic.004G344200.2","Chr04",67442362,67451659,9298,"+",-9143,-154
"224","NsiI.TP438910","CmD_BI_mm.5",4,67451505,"CmD_BI_mm","PS_N(1);PS_Y(1)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.1885,23.5,NA,"",NA,NA,"","Sobic.004G344200.3","Chr04",67442362,67451589,9228,"+",-9143,-84
"225","NsiI.TP438910","CmD_BI_mm.5",4,67451505,"CmD_BI_mm","PS_N(1);PS_Y(1)","124+36088im(2)","","","FASTmrMLM(1);mrMLM(1)","","",0.1885,23.5,NA,"",NA,NA,"","Sobic.004G344200.1","Chr04",67442362,67451137,8776,"+",-9143,368
"227","NsiI.TP441693","Bcirc_cm.14",3,2660294,"Bcirc_cm","PS_Y(1)","124+36088im(1)","","","ISIS EM-BLASSO(1)","","",0.0927,0.8278,NA,"",NA,NA,"","Sobic.003G029900.1","Chr03",2655907,2661093,5187,"+",-4387,-799
"231","NsiI.TP445017","Cml_cm.13",9,55901846,"Cml_cm","PS_N(1);PS_Y(2)","C116+3293(2);C124+2560(1)","","FarmCPU(1)","FASTmrMLM(1);ISIS EM-BLASSO(1)","","",0.4871,7.028,NA,"",NA,NA,"","Sobic.009G213500.2","Chr09",55898970,55902453,3484,"-",-2876,-607
"232","NsiI.TP445017","Cml_cm.13",9,55901846,"Cml_cm","PS_N(1);PS_Y(2)","C116+3293(2);C124+2560(1)","","FarmCPU(1)","FASTmrMLM(1);ISIS EM-BLASSO(1)","","",0.4871,7.028,NA,"",NA,NA,"","Sobic.009G213500.1","Chr09",55898970,55902453,3484,"-",-2876,-607
"234","NsiI.TP447144","Cml_cm.14",3,63530717,"Cml_cm","PS_N(6)","124+36088im(2);C106+4202(4)","","FarmCPU(1)","FASTmrMLM(2);mrMLM(1);pKWmEB(2)","","",0.0865,20.25,NA,"",NA,NA,"","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-",-1287,-567
"235","NsiI.TP447144","Cml_cm.14",3,63530717,"Cml_cm","PS_N(6)","124+36088im(2);C106+4202(4)","","FarmCPU(1)","FASTmrMLM(2);mrMLM(1);pKWmEB(2)","","",0.0865,20.25,NA,"",NA,NA,"","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-",-1287,-567
"236","NsiI.TP447144","Yld_kg.4",3,63530717,"Yld","PS_N(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.0849,0,NA,"NsiI.TP447144",3,63530717,"NsiI.TP447144\3\63530717","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-",-1287,-567
"237","NsiI.TP447144","Yld_kg.4",3,63530717,"Yld","PS_N(1)","C106+4202(1)","","","ISIS EM-BLASSO(1)","","",0.0849,0,NA,"NsiI.TP447144",3,63530717,"NsiI.TP447144\3\63530717","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-",-1287,-567
"240","NsiI.TP459060","CmN.45",10,497104,"CmN","PS_Y(1)","124+36088im(1)","","","","","GLM(1)",0.1031,6.791,NA,"",NA,NA,"","Sobic.010G006100.2","Chr10",495563,496714,1152,"-",-1541,390
"241","NsiI.TP46196","CmDW_g.4",1,57778864,"CmDW_g","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.1229,0.184,NA,"",NA,NA,"","Sobic.001G297600.2","Chr01",57777901,57781542,3642,"-",-963,-2678
"242","NsiI.TP46196","CmDW_g.4",1,57778864,"CmDW_g","PS_N(1)","124+36088im(1)","","FarmCPU(1)","","","",0.1229,0.184,NA,"",NA,NA,"","Sobic.001G297600.1","Chr01",57777901,57781542,3642,"-",-963,-2678
