"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"127","PstI.TP869093","CmN",7777,1,11187262,0.000249409645866502,0.221774193548387,114,NA,NA,0.0342015662590911,NA,0.0342015662590911,"C124+2560","MLM+SUPER","PS_Y","GAPIT","1.70360171238751"
"128","PstI.TP890801","GS",7788,2,72613106,0.00010029361756043,0.0806451612903226,114,NA,NA,0.0232108086354137,NA,0.0232108086354138,"C124+2560","MLM+SUPER","PS_Y","GAPIT","1.10533200058398"
"129","PstI.TP459121","OWA19",7904,1,78162835,0.0000195011791225914,0.0714285714285714,102,NA,NA,0.0424735681290041,NA,0.0424735681290041,"O112+3450","MLM+SUPER","PS_Y","GAPIT","23.9756637603247"
"130","PstI.TP166492","OWA19",7910,6,2200069,0.0000397254827994171,0.118852459016393,112,NA,NA,0.0220211592984769,NA,0.0220211592984769,"O122+2646","MLM+SUPER","PS_Y","GAPIT","7.2979746250269"
"131","PstI.TP268085","OWA19",7909,2,64265265,0.0000231378818338308,0.0532786885245902,112,NA,NA,0.0192391487448303,NA,0.0192391487448303,"O122+2646","MLM+SUPER","PS_Y","GAPIT","15.3505933860243"
"132","PstI.TP459121","OWA19",7908,1,78162835,0.000000401205044677376,0.069672131147541,112,NA,NA,0.000667203989298477,NA,0.000667203989298476,"O122+2646","MLM+SUPER","PS_Y","GAPIT","19.1895670866143"
"133","GFk45ctg47373_237","ADD",3211,3,71014549,0.0000621849536137878,0.383572927608967,112,NA,NA,0.0440888421709621,NA,0.0440888421709621,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.39422865887913"
"134","GFSSContig11377_769","GHW_1",5491,1,1481480,0.000790507052051946,0.268456242194889,106,NA,NA,0.0413935369331951,NA,0.0413935369331951,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.35883755581846"
"135","GFSSContig11619_923","GHW_1",5610,2,63686436,0.00116396067720067,0.371143507796425,106,NA,NA,0.0492335733004431,NA,0.0492335733004429,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.25775835120266"
"136","GFSSContig11619_923","HM_1",6155,2,63686436,0.00023952560408639,0.371143507796425,106,NA,NA,0.0268534816136853,NA,0.0268534816136853,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.56708486403468"
"137","GFSSContig14485_1273","HM_1",6523,1,79597601,0.000993692453938693,0.376386663465663,106,NA,NA,0.0432511118683622,NA,0.0432511118683622,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.27708632555106"
"138","GFSSContig15044_1090","FD_50",3565,4,7164817,0.000158494570331131,0.186274509803922,106,NA,NA,0.0333058643605833,NA,0.0333058643605833,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.315024906092432"
"139","GFSSContig15044_1090","fprind",7446,4,7164817,0.000136197859790473,0.186274509803922,106,NA,NA,0.0313422338047654,NA,0.0313422338047655,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.306159644381625"
"140","GFSSContig15044_1090","fprinW",7272,4,7164817,0.000236352639555947,0.186274509803922,106,NA,NA,0.0405393789262822,NA,0.0405393789262822,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.271435463300604"
"141","GFSSContig15044_1090","FW_50",4147,4,7164817,0.000405454100350573,0.186274509803922,106,NA,NA,0.0493131133942974,NA,0.0493131133942975,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.285915280102145"
"142","GFSSContig15563_263","GS",5774,9,58912474,0.0000237088528523918,0.130205497849184,114,NA,NA,0.006760630931844,NA,0.00676063093184398,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.13678288021713"
"143","GFSSContig16256_300","FD_50",3547,3,5453936,0.000104576384449273,0.149641220270759,106,NA,NA,0.0258816685815304,NA,0.0258816685815305,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.18716609725368"
"144","GFSSContig16256_300","FM_50",3758,3,5453936,0.0000522234941445395,0.149641220270759,106,NA,NA,0.0260304476438326,NA,0.0260304476438326,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.35819168166516"
"145","GFSSContig16256_300","fprind",7437,3,5453936,0.000120674576752799,0.149641220270759,106,NA,NA,0.0301502556812659,NA,0.030150255681266,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.07136038580997"
"146","GFSSContig16256_300","fprinW",7284,3,5453936,0.00026076791737858,0.149641220270759,106,NA,NA,0.0419692364693845,NA,0.0419692364693845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.93268011204468"
"147","GFSSContig16256_300","FW_50",3977,3,5453936,0.0000296217263501658,0.149641220270759,106,NA,NA,0.0172688082015611,NA,0.0172688082015611,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.96300212073982"
"148","GFSSContig16256_300","GFW_1",4428,3,5453936,0.000171910205079057,0.149641220270759,106,NA,NA,0.0163467214730701,NA,0.0163467214730701,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.06620468797085"
"149","GFSSContig16256_300","GFW_50",4843,3,5453936,0.0000347872310426463,0.149641220270759,106,NA,NA,0.017583561029983,NA,0.017583561029983,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.86008175740075"
"150","GFSSContig16256_300","GHW_1",5080,3,5453936,0.0000659170055930994,0.149641220270759,106,NA,NA,0.0192140747192152,NA,0.0192140747192152,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.89215299752244"
"151","GFSSContig16256_300","HM_1",5981,3,5453936,0.0000502961576900575,0.149641220270759,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.83360305548695"
"152","GFSSContig16952_694","GFW_1",4704,5,21260380,0.000827719882891982,0.423716359351172,106,NA,NA,0.039409080594897,NA,0.039409080594897,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.6675877497893"
"153","GFSSContig16952_694","GHW_1",5464,5,21260380,0.000716806516037191,0.423716359351172,106,NA,NA,0.039660074217519,NA,0.039660074217519,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.6807765526329"
"154","GFSSContig16952_694","HM_1",6347,5,21260380,0.000554753612321703,0.423716359351172,106,NA,NA,0.0341249507136953,NA,0.0341249507136953,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.6129747132895"
"155","GFSSContig17419_591","GFW_1",4354,10,59706968,0.0000824816040837099,0.427291044699774,106,NA,NA,0.0107652855797614,NA,0.0107652855797614,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.60942629014701"
"156","GFSSContig18315_975","CmN",3326,9,53976945,0.0000183315903298314,0.20238014140637,114,NA,NA,0.0175369334778977,NA,0.0175369334778977,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.00805533324708"
"157","GFSSContig18315_975","GHW_1",5324,9,53976945,0.000416939380784286,0.20238014140637,106,NA,NA,0.0325751678200312,NA,0.0325751678200312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.031534862503971"
"158","GFSSContig19146_697","GHW_1",5427,2,70229911,0.000618210900042587,0.20399777975121,106,NA,NA,0.0370796477893245,NA,0.0370796477893245,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.510024196314491"
"159","GFSSContig19333_2734","FM_50",3752,4,3228803,0.0000440490171945648,0.499991152750377,106,NA,NA,0.0256795981573825,NA,0.0256795981573825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0103058596485199"
"160","GFSSContig19333_2734","GFW_1",4422,4,3228803,0.000160513812693844,0.499991152750377,106,NA,NA,0.0156034559241605,NA,0.0156034559241605,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00131757732936973"
"161","GFSSContig20060_2192","GS",5709,3,14318717,0.000000456533668949524,0.103273357150621,114,NA,NA,0.000443581639674882,NA,0.000443581639674882,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.21206369983569"
"162","GFSSContig20549_800","ADD",3238,10,60693077,0.000112256767547528,0.203374708834156,112,NA,NA,0.0461719179208298,NA,0.0461719179208298,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.44735740553739"
"163","GFSSContig3389_148","GFW_1",4414,1,7132238,0.000137943357898217,0.0922736088318423,106,NA,NA,0.0138282413827863,NA,0.0138282413827863,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.04095446381004"
"164","GFSSContig4510_767","HM_1",6577,10,43025569,0.00115073330165115,0.139872986712564,106,NA,NA,0.0460188070663357,NA,0.0460188070663358,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.65967262339734"
"165","GFSSContig4757_256","FD_50",3576,7,64751316,0.00018303218900552,0.124091537799683,106,NA,NA,0.0355678996027467,NA,0.0355678996027468,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0786904448945441"
"166","GFSSContig4757_256","FM_50",3864,7,64751316,0.000259801075430636,0.124091537799683,106,NA,NA,0.0434116013557154,NA,0.0434116013557153,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.085629809042867"
"167","GFSSContig4757_256","fprind",7473,7,64751316,0.00020598031944598,0.124091537799683,106,NA,NA,0.0383240262435876,NA,0.0383240262435875,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0573130190554268"
"168","GFSSContig4757_256","FW_50",4022,7,64751316,0.0000833816342750552,0.124091537799683,106,NA,NA,0.0240090412973883,NA,0.0240090412973883,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0599930155087215"
"169","GFSSContig4757_256","GFW_1",4297,7,64751316,0.0000422486404638427,0.124091537799683,106,NA,NA,0.00769688079116979,NA,0.00769688079116979,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.050630534901336"
"170","GFSSContig4757_256","GFW_50",4897,7,64751316,0.000105774960008242,0.124091537799683,106,NA,NA,0.0264276219129163,NA,0.0264276219129164,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.100496222866912"
"171","GFSSContig4757_256","GHW_1",5131,7,64751316,0.000111641367454804,0.124091537799683,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0011192066475803"
"172","GFSSContig4757_256","GHW_50",5645,7,64751316,0.0000468677711420901,0.124091537799683,106,NA,NA,0.0438902202642555,NA,0.0438902202642555,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.030599122239688"
"173","GFSSContig4757_256","HM_1",5967,7,64751316,0.0000391411233094646,0.124091537799683,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0169109050422896"
"174","GFSSContig5557_72","GS",5703,3,63136908,0.0000000520714424028601,0.279587432291963,114,NA,NA,0.0000650496295236491,NA,0.0000650496295236491,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.165849166769256"
"175","NsiI.TP1005","GFW_1",4369,8,58192884,0.0000931995468692995,0.113597177005257,106,NA,NA,0.0112613640833121,NA,0.0112613640833121,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.17599492796052"
"176","NsiI.TP1005","HM_1",6561,8,58192884,0.00109478632990507,0.113597177005257,106,NA,NA,0.0448759759042649,NA,0.044875975904265,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.16469203812909"
"177","NsiI.TP101356","Lg",6981,11,10217,0.000182788672661586,0.103838269106783,114,NA,NA,0.0337838026703452,NA,0.0337838026703453,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0745765547582985"
"178","NsiI.TP101439","FD_50",3580,3,50050903,0.00019582515406106,0.31489193644369,106,NA,NA,0.0367219005481963,NA,0.0367219005481964,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.83180379036264"
"179","NsiI.TP101439","FM_50",3778,3,50050903,0.0000827785879526553,0.31489193644369,106,NA,NA,0.0303954742038845,NA,0.0303954742038846,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.53932331819125"
"180","NsiI.TP101439","fprind",7518,3,50050903,0.000329038296541914,0.31489193644369,106,NA,NA,0.0459756034860271,NA,0.0459756034860271,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.7781997841686"
"181","NsiI.TP101439","fprinW",7260,3,50050903,0.000215845518724011,0.31489193644369,106,NA,NA,0.0404818080035158,NA,0.0404818080035157,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.74780260708776"
"182","NsiI.TP101439","FW_50",4003,3,50050903,0.0000554490536037846,0.31489193644369,106,NA,NA,0.0201356518013926,NA,0.0201356518013926,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.79935585275194"
"183","NsiI.TP101439","GFW_1",4383,3,50050903,0.000105928319841796,0.31489193644369,106,NA,NA,0.0120822762727378,NA,0.0120822762727377,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.51863661124269"
"184","NsiI.TP101439","GFW_50",4879,3,50050903,0.0000811619670029758,0.31489193644369,106,NA,NA,0.0244735981880008,NA,0.0244735981880008,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.75621675231615"
"185","NsiI.TP101439","GHW_1",5285,3,50050903,0.000343133941304756,0.31489193644369,106,NA,NA,0.0304790656511132,NA,0.0304790656511132,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.49973977163108"
"186","NsiI.TP101439","HM_1",6148,3,50050903,0.000231656001622948,0.31489193644369,106,NA,NA,0.02663630653782,NA,0.0266363065378199,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.58876383918055"
"187","NsiI.TP10202","GS",5838,11,9233,0.000228714354427001,0.166883498840421,114,NA,NA,0.0384457463618656,NA,0.0384457463618656,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0452718405759196"
"188","NsiI.TP102705","GFW_1",4578,4,12103867,0.000473935191662685,0.269971824811103,106,NA,NA,0.0292546254543032,NA,0.0292546254543032,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.54158766145867"
"189","NsiI.TP102705","HM_1",6607,4,12103867,0.00123643131036109,0.269971824811103,106,NA,NA,0.0471246131294273,NA,0.0471246131294274,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.21522115777909"
"190","NsiI.TP10339","GFW_1",4719,4,64117829,0.000887862407842024,0.353281238934647,106,NA,NA,0.0410386785021366,NA,0.0410386785021366,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0194607753389984"
"191","NsiI.TP104065","HM_1",6416,1,12578208,0.000711173299004757,0.434724627955388,106,NA,NA,0.0376907481335167,NA,0.0376907481335168,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.249396225425908"
"192","NsiI.TP106121","GFW_1",4715,11,10257,0.000865982066306841,0.298392514032535,106,NA,NA,0.0404237963122663,NA,0.0404237963122663,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.01176597823647"
"193","NsiI.TP106121","GHW_1",5227,11,10257,0.00023181930032637,0.298392514032535,106,NA,NA,0.0255753652183322,NA,0.0255753652183321,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.46805362550765"
"194","NsiI.TP106121","HW_1",6745,11,10257,0.0000553669670663479,0.298392514032535,106,NA,NA,0.0242082835669762,NA,0.0242082835669762,"124+36088im","MLM+SUPER","PS_Y","GAPIT","3.39804488701754"
"195","NsiI.TP107770","HM_1",6630,11,10275,0.00129750547387876,0.0849464923925581,106,NA,NA,0.0480095325835477,NA,0.0480095325835478,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0105137296186727"
"196","NsiI.TP108822","HM_1",6282,6,5886763,0.000423061495120321,0.116764411609973,106,NA,NA,0.0306618104505595,NA,0.0306618104505596,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.2394274995333"
"197","NsiI.TP109633","FD_1",3421,11,10288,0.000112604363743232,0.288415887001989,106,NA,NA,0.0428125054846371,NA,0.0428125054846369,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0700904533727224"
"198","NsiI.TP109633","FD_50",3528,11,10288,0.0000745576759334403,0.288415887001989,106,NA,NA,0.0224125650497612,NA,0.0224125650497612,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.023200628307371"
"199","NsiI.TP109633","FM_50",3775,11,10288,0.0000734536474138126,0.288415887001989,106,NA,NA,0.02833798509197,NA,0.02833798509197,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0235708682096856"
"200","NsiI.TP109633","fprind",7409,11,10288,0.0000689258857593132,0.288415887001989,106,NA,NA,0.0230882380498623,NA,0.0230882380498623,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0109700207559432"
"201","NsiI.TP109633","fprinGW",7114,11,10288,0.0000535363709509647,0.288415887001989,106,NA,NA,0.0417281693952906,NA,0.0417281693952906,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0110467521495315"
"202","NsiI.TP109633","fprinW",7167,11,10288,0.0000268275433971735,0.288415887001989,106,NA,NA,0.0152998646409011,NA,0.0152998646409011,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0151643098329642"
"203","NsiI.TP109633","FW_50",4026,11,10288,0.000086911752396516,0.288415887001989,106,NA,NA,0.0240090412973883,NA,0.0240090412973883,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0230022785657066"
"204","NsiI.TP109633","GFW_1",4352,11,10288,0.0000797911450419749,0.288415887001989,106,NA,NA,0.0105187984875938,NA,0.0105187984875938,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0787405373730516"
"205","NsiI.TP109633","GFW_50",4901,11,10288,0.000110138270269699,0.288415887001989,106,NA,NA,0.0265044008725887,NA,0.0265044008725887,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0399426854977741"
"206","NsiI.TP109633","GHW_1",5401,11,10288,0.000573220675031673,0.288415887001989,106,NA,NA,0.0365884943765959,NA,0.0365884943765959,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0880809288083488"
"207","NsiI.TP109633","HD_50",5913,11,10288,0.0000103876082282257,0.288415887001989,106,NA,NA,0.0292037898214517,NA,0.0292037898214517,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0000124186418670665"
"208","NsiI.TP109633","HM_1",6254,11,10288,0.0003800896379374,0.288415887001989,106,NA,NA,0.0299032957029347,NA,0.0299032957029348,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0792134533801127"
"209","NsiI.TP109633","HW_1",6835,11,10288,0.000281213732029636,0.288415887001989,106,NA,NA,0.0491824069737697,NA,0.0491824069737698,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0563256201919634"
"210","NsiI.TP110016","FM_50",3873,11,10292,0.000284406502090811,0.210599577957993,106,NA,NA,0.0449465070834358,NA,0.0449465070834358,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.09079898552866"
"211","NsiI.TP110016","FW_50",4073,11,10292,0.000183533095296528,0.210599577957993,106,NA,NA,0.0341029493057748,NA,0.0341029493057747,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.84860230782739"
"212","NsiI.TP110016","GFW_50",4913,11,10292,0.000146961255336481,0.210599577957993,106,NA,NA,0.0318626576239441,NA,0.0318626576239442,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.59682388384663"
"213","NsiI.TP110016","HM_1",6432,11,10292,0.000739616575726626,0.210599577957993,106,NA,NA,0.0379093143380027,NA,0.0379093143380027,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.84116110293899"
"214","NsiI.TP111087","HM_1",6546,11,10310,0.00105200447525336,0.156369848898413,106,NA,NA,0.0440944115501122,NA,0.0440944115501122,"124+36088im","MLM+SUPER","PS_Y","GAPIT","4.61152433160279"
"215","NsiI.TP111245","FM_50",3848,11,10315,0.000219139005346563,0.170352783793883,106,NA,NA,0.0406689823829037,NA,0.0406689823829036,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.49682044255986"
"216","NsiI.TP111245","fprinW",7233,11,10315,0.000164004881707671,0.170352783793883,106,NA,NA,0.0384152148814199,NA,0.03841521488142,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.83821709960571"
"217","NsiI.TP111245","FW_50",4104,11,10315,0.000267999008109138,0.170352783793883,106,NA,NA,0.0407769041003318,NA,0.0407769041003317,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.9183091627147"
"218","NsiI.TP111245","GFW_1",4198,11,10315,0.00000586147042333594,0.170352783793883,106,NA,NA,0.00331792202617336,NA,0.00331792202617336,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.10408139254465"
"219","NsiI.TP111245","GFW_50",4929,11,10315,0.000181878894195512,0.170352783793883,106,NA,NA,0.0347339858181353,NA,0.0347339858181353,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.57825440854409"
"220","NsiI.TP111245","GHW_1",5068,11,10315,0.0000549768513047939,0.170352783793883,106,NA,NA,0.0184625356462537,NA,0.0184625356462537,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.83830864289535"
"221","NsiI.TP111245","HM_1",6325,11,10315,0.000511586044148125,0.170352783793883,106,NA,NA,0.033175514440501,NA,0.033175514440501,"124+36088im","MLM+SUPER","PS_Y","GAPIT","11.9280441021676"
"222","NsiI.TP111392","HM_1",6515,2,71036593,0.00095545680719252,0.298937374335404,106,NA,NA,0.0421977338045262,NA,0.0421977338045262,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.93684171632331"
"223","NsiI.TP115118","GFW_1",4376,11,10361,0.0000985667104834359,0.115931161946251,106,NA,NA,0.0115955115821635,NA,0.0115955115821635,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.47380914166394"
"224","NsiI.TP115118","GHW_1",5119,11,10361,0.000101433192483691,0.115931161946251,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.43415210721995"
"225","NsiI.TP115118","HW_1",6721,11,10361,0.0000188942336523329,0.115931161946251,106,NA,NA,0.0134888039587932,NA,0.0134888039587931,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.32662433256549"
"226","NsiI.TP115613","Lg",7033,11,10368,0.000316723815272896,0.0504297290990978,114,NA,NA,0.0430514640925863,NA,0.0430514640925863,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.745193711809023"
"227","NsiI.TP115800","GFW_1",4753,2,20500579,0.00104325149899616,0.228978007855525,106,NA,NA,0.0455437431611868,NA,0.0455437431611866,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0946683402820028"
"228","NsiI.TP115800","HM_1",6464,2,20500579,0.000817474302979627,0.228978007855525,106,NA,NA,0.0394336180136435,NA,0.0394336180136435,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0614448795365781"
"229","NsiI.TP115990","GHW_1",5021,11,10376,0.0000188535087196643,0.33903831114242,106,NA,NA,0.014928679400483,NA,0.014928679400483,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0724428648805169"
"230","NsiI.TP115990","HM_1",6018,11,10376,0.0000862169661102496,0.33903831114242,106,NA,NA,0.0230730249481234,NA,0.0230730249481234,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00138227395071907"
"231","NsiI.TP11666","CmN",3338,7,14339016,0.0000555414169507503,0.0756717572467056,114,NA,NA,0.0364687276497683,NA,0.0364687276497684,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.656912391397614"
