"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"58","NsiI.TP825923",6,52448208,"fprind","mrMLM",0.3214,9.1178,32.592,0.1842,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000918544074724688
"67","NsiI.TP607068",8,1666575,"fprind","mrMLM",-0.148,3.8359,6.23,0.1754,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000263511758986384
"78","PstI.TP661215",3,54129611,"fprind","FASTmrMLM",0.1782,5.5053,12.9784,0.2198,"A",0.0721,0.242,"mrMLMM","F116+36088im","PS_N",0.00000047763924149642
"85","NsiI.TP324593",4,54954569,"fprind","FASTmrMLM",0.176,3.3663,2.9015,0.0776,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000824327901675981
"912","PstI.TP133136",5,65324990,"fprind","FASTmrMLM",0.1779,6.1872,4.8531,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000940805830036588
"107","NsiI.TP383484",9,6111601,"fprind","FASTmrMLM",0.1391,5.1936,3.8037,0.1983,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000010060046774725
"1111","NsiI.TP616446",9,56031936,"fprind","FASTmrMLM",-0.0929,3.3111,3.3582,0.4569,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000942974611459899
"128","PstI.TP187918",11,1532,"fprind","FASTmrMLM",0.1541,4.7663,8.5302,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000280027059501063
"134","PstI.TP1020545",11,7078,"fprind","FASTmrMLM",0.1166,4.5689,4.8107,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000449883432456539
"144","NsiI.TP767179",11,18585,"fprind","FASTmrMLM",0.1437,3.1775,8.4372,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000130647167972202
"153","PstI.TP312198",3,8384639,"fprind","pLARmEB",0.1751,5.0516,11.1571,0.1897,"C",0.0645,0.242,"mrMLMM","F116+36088im","PS_N",0.00000141318819200706
"163","NsiI.TP324593",4,54954569,"fprind","pLARmEB",0.2086,4.4447,4.0793,0.0776,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000606456981510137
"172","PstI.TP133136",5,65324990,"fprind","pLARmEB",0.1561,7.0375,3.7339,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000124997118057837
"182","PstI.TP187918",11,1532,"fprind","pLARmEB",0.0728,4.5636,1.903,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000455617083799016
"192","PstI.TP1020545",11,7078,"fprind","pLARmEB",0.1047,3.5954,3.8799,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000472171750310879
"202","NsiI.TP646295",11,17132,"fprind","pLARmEB",-0.073,3.2914,2.0145,0.4267,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000989464005130076
"2110","NsiI.TP245163",5,55180573,"fprind","ISIS EM-BLASSO",-0.1226,3.0844,6.14,0.2241,"A",0.0892,0.242,"mrMLMM","F116+36088im","PS_N",0.000164058977319954
"222","PstI.TP1052140",6,19137861,"fprind","ISIS EM-BLASSO",0.2995,4.9022,4.935,0.1034,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000202115676696076
"232","PstI.TP532426",7,64966356,"fprind","ISIS EM-BLASSO",0.1127,3.3308,4.2697,0.4655,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000898669495047526
"242","PstI.TP1020545",11,7078,"fprind","ISIS EM-BLASSO",0.1206,3.6448,5.149,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000418793565117918
"251","NsiI.TP767179",11,18585,"fprind","ISIS EM-BLASSO",0.1507,3.2346,9.2795,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000113631829766731
"129","NsiI.TP30868",1,51136397,"fprinW","mrMLM",-0.0364,5.9861,4.6865,0.1009,"G",0.0012,0.0042,"mrMLMM","F116+36088im","PS_N",0.000000151809867075721
"220","PstI.TP622176",3,65129470,"fprinW","mrMLM",0.0302,6.5556,12.3011,0.3772,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000392012576295165
"318","PstI.TP935651",4,66370793,"fprinW","mrMLM",0.0315,4.5546,16.1556,0.2018,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000465586093522959
"416","NsiI.TP821811",4,48427329,"fprinW","mrMLM",-0.0356,9.9634,19.2203,0.136,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000125631920858122
"59","NsiI.TP825923",6,52448208,"fprinW","mrMLM",0.0271,5.5838,12.547,0.1842,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000396095583490634
"68","NsiI.TP607068",8,1666575,"fprinW","mrMLM",-0.0263,5.5492,10.665,0.1754,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000430130263382137
"79","PstI.TP125419",10,50424324,"fprinW","mrMLM",-0.0245,3.4299,3.4208,0.2281,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000705992357893667
"86","PstI.TP661215",3,54129611,"fprinW","FASTmrMLM",0.0209,5.2839,10.2398,0.2198,"A",0.0013,0.0042,"mrMLMM","F116+36088im","PS_N",0.000000810587682464738
"913","NsiI.TP324593",4,54954569,"fprinW","FASTmrMLM",0.0228,3.6575,2.7835,0.0776,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000406069153365635
"108","PstI.TP133136",5,65324990,"fprinW","FASTmrMLM",0.0222,4.0477,4.3171,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000157906497272843
"1112","NsiI.TP825923",6,52448208,"fprinW","FASTmrMLM",0.0151,3.7145,5.1227,0.1897,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000035367144758576
"1210","NsiI.TP383484",9,6111601,"fprinW","FASTmrMLM",0.0183,4.4145,3.7641,0.1983,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000652078678513579
"135","PstI.TP108730",11,899,"fprinW","FASTmrMLM",-0.0195,3.8539,5.2958,0.2112,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000252289978645072
"145","PstI.TP187918",11,1532,"fprinW","FASTmrMLM",0.0201,4.3148,8.2949,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000829086798586446
"154","PstI.TP874146",11,6098,"fprinW","FASTmrMLM",0.0179,3.2342,3.0073,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000113762728582343
"164","PstI.TP332845",3,68039381,"fprinW","pLARmEB",-0.00003544,3.0915,0.000021703,0.4353,"C",0.0011,0.0042,"mrMLMM","F116+36088im","PS_N",0.000161212977799824
"173","NsiI.TP150749",3,69413427,"fprinW","pLARmEB",-0.000081461,4.2533,0.000010611,0.1293,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000961390884463815
"183","PstI.TP1052140",6,19137861,"fprinW","pLARmEB",0.0308,4.8239,2.9862,0.1034,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000243893373027891
"193","NsiI.TP211131",6,32284894,"fprinW","pLARmEB",-0.0295,7.1806,2.7408,0.0647,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000890430443593742
"203","NsiI.TP493682",7,59972191,"fprinW","pLARmEB",-0.005,3.3967,0.5955,0.2414,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000765420342071842
"2111","NsiI.TP383484",9,6111601,"fprinW","pLARmEB",0.0084,5.609,0.7851,0.1983,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000372992414752473
"223","PstI.TP125419",10,50424324,"fprinW","pLARmEB",-0.0156,3.2589,1.8082,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000107102596596607
"233","PstI.TP187918",11,1532,"fprinW","pLARmEB",0.0156,6.1503,4.9897,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000102706989602628
"243","PstI.TP874146",11,6098,"fprinW","pLARmEB",0.0228,5.8133,4.8839,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000022913952052729
"252","NsiI.TP705689",11,17810,"fprinW","pLARmEB",0.0301,4.3296,3.5176,0.1034,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000800018444855099
"261","NsiI.TP767179",11,18585,"fprinW","pLARmEB",0.0181,4.7567,7.6398,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000286549727636424
"130","PstI.TP622176",3,65129470,"fprinGW","mrMLM",0.0257,3.0462,12.7402,0.3772,"C",0.0017,0.0031,"mrMLMM","F116+36088im","PS_N",0.000180135786466914
"224","NsiI.TP821811",4,48427329,"fprinGW","mrMLM",-0.0364,8.4672,28.6737,0.136,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000425696422073174
"319","NsiI.TP825923",6,52448208,"fprinGW","mrMLM",0.0252,3.6255,15.5694,0.1842,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000438833728700364
"417","PstI.TP1248141",1,57379416,"fprinGW","FASTmrMLM",0.006,3.0492,0.9871,0.1509,"C",0.0008,0.0031,"mrMLMM","F116+36088im","PS_N",0.000178813374869022
"510","PstI.TP134743",1,73610397,"fprinGW","FASTmrMLM",-0.0001,3.829,0.000052977,0.0474,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000026797852971525
"69","PstI.TP640960",1,80209769,"fprinGW","FASTmrMLM",0.000062129,4.7052,0.000012432,0.0388,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000032426494398997
"710","NsiI.TP324593",4,54954569,"fprinGW","FASTmrMLM",0.0025,3.953,0.0469,0.0776,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000198518049741651
"87","PstI.TP1052140",6,19137861,"fprinGW","FASTmrMLM",0.0067,4.9354,0.1926,0.1034,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000186680949012064
"914","NsiI.TP825923",6,52448208,"fprinGW","FASTmrMLM",0.0058,3.0647,1.028,0.1897,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000172147214573708
"109","NsiI.TP383484",9,6111601,"fprinGW","FASTmrMLM",0.0124,4.8482,2.3224,0.1983,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000230091195185176
"1113","PstI.TP1282314",9,15059279,"fprinGW","FASTmrMLM",0.0075,3.5683,1.7442,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00005043128102664
"1211","PstI.TP1264238",10,5451657,"fprinGW","FASTmrMLM",0.0006,5.5052,0.0014,0.0431,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000477749234659094
"136","PstI.TP1020545",11,7078,"fprinGW","FASTmrMLM",0.016,5.2494,7.0105,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000880440476164676
"146","PstI.TP1004938",1,72895372,"fprinGW","pLARmEB",-0.000012896,3.5927,0.0000016748,0.2845,"C",0.0006,0.0031,"mrMLMM","F116+36088im","PS_N",0.000047522578856219
"155","PstI.TP661215",3,54129611,"fprinGW","pLARmEB",0.0193,9.543,11.802,0.2198,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000337675848642032
"165","PstI.TP332845",3,68039381,"fprinGW","pLARmEB",-0.000057335,3.5215,0.000076954,0.4353,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000564936974812302
"174","NsiI.TP676052",4,1055463,"fprinGW","pLARmEB",-0.0022,3.3766,0.1454,0.4095,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000803896244857126
"184","PstI.TP133136",5,65324990,"fprinGW","pLARmEB",0.013,3.6087,2.0005,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000457088189614875
"194","NsiI.TP211131",6,32284894,"fprinGW","pLARmEB",-0.0257,8.4756,2.8174,0.0647,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000417349598465317
"204","NsiI.TP493682",7,59972191,"fprinGW","pLARmEB",-0.0069,4.8782,1.5082,0.2414,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000214091783457046
"2112","NsiI.TP383484",9,6111601,"fprinGW","pLARmEB",0.0098,4.4074,1.4568,0.1983,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000663437475793171
"225","PstI.TP1282314",9,15059279,"fprinGW","pLARmEB",0.0113,5.559,3.95,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000420242527677312
"234","PstI.TP1192081",9,48933732,"fprinGW","pLARmEB",0.0128,3.5686,1.6543,0.1034,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000503848534842304
"244","NsiI.TP616446",9,56031936,"fprinGW","pLARmEB",-0.0078,5.3183,1.8519,0.4569,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000746620654377942
"253","PstI.TP125419",10,50424324,"fprinGW","pLARmEB",-0.0153,7.6422,2.3593,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000298675775503348
"262","PstI.TP187918",11,1532,"fprinGW","pLARmEB",0.0152,5.3982,6.4349,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000616879019745937
"271","PstI.TP497572",11,3771,"fprinGW","pLARmEB",0.0116,4.403,2.242,0.3103,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000670501880162841
"281","PstI.TP1020545",11,7078,"fprinGW","pLARmEB",0.0082,3.6551,1.835,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000408413416171077
"291","NsiI.TP767179",11,18585,"fprinGW","pLARmEB",0.0156,5.501,7.6565,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000482614093268521
"301","NsiI.TP245163",5,55180573,"fprinGW","ISIS EM-BLASSO",-0.0139,3.5941,6.1217,0.2241,"A",0.0011,0.0031,"mrMLMM","F116+36088im","PS_N",0.0000473587248125336
"137","PstI.TP622176",3,65129470,"fprinM","mrMLM",0.0373,5.2787,9.3817,0.3772,"C",0.0035,0.009,"mrMLMM","F116+36088im","PS_N",0.000000820729417178977
"226","NsiI.TP825923",6,52448208,"fprinM","mrMLM",0.0438,6.2928,16.4498,0.1842,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000731981323199807
"320","NsiI.TP607068",8,1666575,"fprinM","mrMLM",-0.0421,5.6138,13.6775,0.1754,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000368722805887122
"418","NsiI.TP810192",8,2563502,"fprinM","mrMLM",0.0453,5.7832,14.4655,0.2018,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000246206775302122
"511","NsiI.TP616446",9,56031936,"fprinM","mrMLM",-0.0414,3.0485,14.534,0.4649,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000179101820374168
"610","PstI.TP713933",1,25304804,"fprinM","FASTmrMLM",-0.0002,52.4965,0,0.0905,"A",0.0028,0.009,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000163643967388344
"711","NsiI.TP30868",1,51136397,"fprinM","FASTmrMLM",-0.0015,69.8057,0.0047,0.0991,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000000000698071648633037
"88","NsiI.TP413314",1,58050134,"fprinM","FASTmrMLM",0.000025402,41.0557,0.0000043885,0.1034,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000509565480608114
"915","PstI.TP502131",1,59426545,"fprinM","FASTmrMLM",0.000019789,148.3979,0.0000007148,0.0216,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",1.2348096078586e-150
"1010","PstI.TP820348",1,64116607,"fprinM","FASTmrMLM",-0.000018862,89.925,0.0000005242,0.0172,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000468489649160009
"1114","PstI.TP640960",1,80209769,"fprinM","FASTmrMLM",0.000076617,49.6693,0.0000065448,0.0388,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000112953579949769
"1212","NsiI.TP765685",2,16612091,"fprinM","FASTmrMLM",-0.000032831,6.5269,0,0.0302,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000419662342039831
"138","NsiI.TP436966",3,208286,"fprinM","FASTmrMLM",0.0001,97.151,0.0001,0.0991,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000268040241156549
"147","PstI.TP1264009",3,2578481,"fprinM","FASTmrMLM",0.0057,52.4051,0.3362,0.4569,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000202162220908893
"156","PstI.TP968973",3,2980616,"fprinM","FASTmrMLM",0.000030537,67.872,0.0000095319,0.0302,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000000607575146105751
"166","NsiI.TP123780",3,55955099,"fprinM","FASTmrMLM",-0.000079515,94.8624,0.000027844,0.25,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000527108476236402
"175","NsiI.TP215974",3,56338222,"fprinM","FASTmrMLM",0.000018478,114.8316,0,0.0172,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",5.15347294020911e-117
"185","PstI.TP513949",3,61369495,"fprinM","FASTmrMLM",0.000038051,75.0743,0.000016,0.3448,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000000000000000000000000000000000000000000000000000000000000000000000362910889640944
"195","PstI.TP621994",3,74383503,"fprinM","FASTmrMLM",-0.000010068,49.7023,0,0.0129,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000104664643855219
"205","NsiI.TP34695",4,6508508,"fprinM","FASTmrMLM",-0.000025138,43.9643,0.0000041461,0.0474,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000608135001278716
"2113","PstI.TP876839",4,6887064,"fprinM","FASTmrMLM",0.0054,113.6268,0.1437,0.0388,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",8.30233015924961e-116
"227","NsiI.TP821811",4,48427329,"fprinM","FASTmrMLM",-0.0004,82.5319,0.0012,0.1336,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000120781383510676
"235","NsiI.TP205267",4,64749548,"fprinM","FASTmrMLM",-0.0001,87.9237,0.0002,0.0776,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000475116376377562
"245","PstI.TP1052140",6,19137861,"fprinM","FASTmrMLM",0.000077618,3.1778,0.0000088767,0.1034,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00013055695126911
"254","NsiI.TP614958",6,45639721,"fprinM","FASTmrMLM",-0.0198,4.4437,0.8475,0.0905,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000607855009236522
"263","PstI.TP297547",7,5291285,"fprinM","FASTmrMLM",-0.000031672,26.5521,0.00000037941,0.0302,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000201233369876527
"272","NsiI.TP151058",9,52613984,"fprinM","FASTmrMLM",0.000032254,43.2038,0,0.0259,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000353345854108903
"282","NsiI.TP616446",9,56031936,"fprinM","FASTmrMLM",-0.0077,36.4503,0.6257,0.4569,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000000000000000000000000000000217770977235316
"292","PstI.TP1256552",10,47768031,"fprinM","FASTmrMLM",-0.0002,3.446,0.0002,0.0647,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000678890919795585
"302","PstI.TP68941",11,572,"fprinM","FASTmrMLM",0.0001,32.4132,0.000019143,0.0517,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000251246488132878
"3110","PstI.TP111598",11,919,"fprinM","FASTmrMLM",0.0009,60.1945,0.0092,0.0948,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000000000000000000030669027151623
"321","PstI.TP118441",11,979,"fprinM","FASTmrMLM",-0.000041834,39.3946,0.0000019513,0.0345,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000023828680818473
"331","PstI.TP365432",11,2887,"fprinM","FASTmrMLM",0.000083547,74.2056,0.00000264,0.0388,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000000000000026977394324449
"341","PstI.TP874146",11,6098,"fprinM","FASTmrMLM",0.0236,46.8431,2.4528,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000000779112191113087
"351","PstI.TP1009395",11,6997,"fprinM","FASTmrMLM",-0.000072275,48.1134,0.000021441,0.0259,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000000000000000000000000000000000000000000412667246322937
"361","PstI.TP1020545",11,7078,"fprinM","FASTmrMLM",0.0312,110.226,9.2212,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",2.12031311673988e-112
"371","PstI.TP1075605",11,7505,"fprinM","FASTmrMLM",-0.00004628,126.7289,0,0.0388,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",6.22157011728768e-129
"381","NsiI.TP293440",11,12365,"fprinM","FASTmrMLM",-0.000061115,48.552,0.0000055033,0.0517,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000000000000000000000000000000000000000000149658021675366
"391","NsiI.TP302373",11,12421,"fprinM","FASTmrMLM",-0.000085953,68.2111,0.0000027943,0.0345,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000000277587560353432
"401","NsiI.TP393109",11,13472,"fprinM","FASTmrMLM",-0.000049591,54.4609,0.000024289,0.0388,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000000000000000000000000000000000000000000000000000174461659813302
"419","NsiI.TP495572",11,15165,"fprinM","FASTmrMLM",0.0132,83.3236,1.8019,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000019422270572332
"421","NsiI.TP646295",11,17132,"fprinM","FASTmrMLM",-0.0121,6.5135,1.4923,0.4267,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000433211523087223
"431","NsiI.TP685658",11,17582,"fprinM","FASTmrMLM",0.000015355,64.3762,0.00000026288,0.0345,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000000000000000000000000000000000000000000000000000000000000000195298991207569
"441","NsiI.TP693683",11,17666,"fprinM","FASTmrMLM",0.000014361,23.6935,0.0000014509,0.0216,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000153638479333159
"451","NsiI.TP832142",11,19332,"fprinM","FASTmrMLM",-0.0046,85.7242,0.0735,0.1164,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000761377432456162
"461","PstI.TP187918",11,1532,"fprinM","ISIS EM-BLASSO",0.0204,3.1514,3.9968,0.25,"G",0.0027,0.009,"mrMLMM","F116+36088im","PS_N",0.00013925153782328
"148","NsiI.TP67561",4,65452237,"FNMain","mrMLM",0.7183,3.1748,8.1781,0.3839,"A",1.1298,2.2344,"mrMLMM","F116+36088im","PS_N",0.000131522483219224
"228","PstI.TP651320",5,35481232,"FNMain","mrMLM",-0.8334,3.5247,19.0221,0.2589,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000560660551647698
"322","PstI.TP434866",6,3914949,"FNMain","mrMLM",0.7368,4.1917,14.2139,0.1562,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000111532130955985
"420","PstI.TP20884",11,164,"FNMain","mrMLM",-1.2724,5.1318,27.6329,0.0625,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000116627240508196
"512","NsiI.TP67561",4,65452237,"FNMain","FASTmrMLM",0.5757,3.7971,5.3461,0.3816,"A",1.1795,2.2344,"mrMLMM","F116+36088im","PS_N",0.0000289467626417603
"611","PstI.TP651320",5,35481232,"FNMain","FASTmrMLM",-0.9509,5.1152,25.1989,0.2588,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000121366827574168
"712","PstI.TP360337",10,14458765,"FNMain","FASTmrMLM",1.1351,4.6773,15.4785,0.0439,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000346736850452532
"89","PstI.TP20884",11,164,"FNMain","FASTmrMLM",-1.0708,4.3443,19.9124,0.0614,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000772147020564513
"916","PstI.TP860748",11,6002,"FNMain","FASTmrMLM",-0.2965,3.2515,1.1825,0.1974,"C",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000109043554554366
"1011","PstI.TP651320",5,35481232,"FNMain","pLARmEB",-0.7196,4.1931,12.1503,0.2588,"A",1.5891,2.2344,"mrMLMM","F116+36088im","PS_N",0.0000111173172728159
"1115","NsiI.TP484341",11,14956,"FNMain","pLARmEB",-1.0898,3.4825,14.8274,0.0746,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000621155020832442
"1213","PstI.TP434866",6,3914949,"FNMain","ISIS EM-BLASSO",0.6598,4.4073,15.594,0.1579,"A",1.2427,2.2344,"mrMLMM","F116+36088im","PS_N",0.00000663590255506101
"149","NsiI.TP686137",5,51810961,"FNsmall","mrMLM",0.4326,4.3497,4.6772,0.0982,"A",0.2864,0.5684,"mrMLMM","F116+36088im","PS_N",0.00000762254505406106
"229","PstI.TP1245956",6,53760660,"FNsmall","mrMLM",-1.0485,6.7921,44.8997,0.0491,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000223666014946617
"323","PstI.TP676397",7,3778096,"FNsmall","mrMLM",-0.4499,3.6345,4.3774,0.0759,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.000042933866347043
"422","NsiI.TP304798",10,49051120,"FNsmall","mrMLM",-0.379,6.679,14.9947,0.3214,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000000292482576633456
"513","PstI.TP1283869",3,431620,"FNsmall","FASTmrMLM",-0.189,3.2694,5.248,0.4386,"C",0.3146,0.5684,"mrMLMM","F116+36088im","PS_N",0.000104399880125749
"612","PstI.TP434866",6,3914949,"FNsmall","FASTmrMLM",0.3772,5.1482,23.1234,0.1579,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000112150186466687
"713","PstI.TP676397",7,3778096,"FNsmall","FASTmrMLM",-0.3168,4.6914,3.4034,0.0746,"A",NA,NA,"mrMLMM","F116+36088im","PS_N",0.00000335196905022163
"810","PstI.TP589466",11,4216,"FNsmall","FASTmrMLM",-0.2576,3.8729,2.2498,0.2105,"G",NA,NA,"mrMLMM","F116+36088im","PS_N",0.0000240935059133549
